,0
189,2.0
190,2.0
191,8.0
192,9.0
193,8.0
194,7.0
195,8.0
196,8.0
197,8.0
198,4.0
199,0.0
200,9.0
201,8.0
202,3.0
203,2.0
204,0.0
205,0.0
206,9.0
207,5.0
208,0.0
209,2.0
210,5.0
211,8.0
212,3.0
213,8.0
214,5.0
215,0.0
216,2.0
217,3.0
218,0.0
219,3.0
220,2.0
221,0.0
222,3.0
223,9.0
224,5.0
225,8.0
226,0.0
227,0.0
228,4.0
229,3.0
230,9.0
231,3.0
232,9.0
233,4.0
234,8.0
235,2.0
236,0.0
237,0.0
238,0.0
239,9.0
240,5.0
241,7.0
242,9.0
243,4.0
244,0.0
245,4.0
246,2.0
247,2.0
248,2.0
249,3.0
250,0.0
251,0.0
252,0.0
253,3.0
254,0.0
255,2.0
256,7.0
257,7.0
258,7.0
259,2.0
260,8.0
261,2.0
262,7.0
263,4.0
264,0.0
265,9.0
266,0.0
267,3.0
268,0.0
269,0.0
270,2.0
271,7.0
272,7.0
273,9.0
274,8.0
275,3.0
276,9.0
277,5.0
278,0.0
279,9.0
280,5.0
281,4.0
282,0.0
283,0.0
284,3.0
285,0.0
286,4.0
287,9.0
288,8.0
289,9.0
290,9.0
291,1.0
292,8.0
293,7.0
294,0.0
295,7.0
296,0.0
297,4.0
298,9.0
299,9.0
300,7.0
301,4.0
302,3.0
303,7.0
304,9.0
305,7.0
306,0.0
307,9.0
308,0.0
309,9.0
310,2.0
311,1.0
312,5.0
313,9.0
314,1.0
315,0.0
316,8.0
317,2.0
318,2.0
319,0.0
320,7.0
321,0.0
322,3.0
323,7.0
324,2.0
325,5.0
326,3.0
327,0.0
328,0.0
329,7.0
330,8.0
331,4.0
332,4.0
333,0.0
334,7.0
335,8.0
336,3.0
337,1.0
338,9.0
339,3.0
340,9.0
341,3.0
342,0.0
343,0.0
344,0.0
345,0.0
346,8.0
347,7.0
348,4.0
349,0.0
350,8.0
351,0.0
352,2.0
353,3.0
354,5.0
355,0.0
356,8.0
357,4.0
358,3.0
359,5.0
360,7.0
361,0.0
362,6.0
363,4.0
364,0.0
365,9.0
366,8.0
367,4.0
368,3.0
369,2.0
370,4.0
371,9.0
372,0.0
373,5.0
374,4.0
375,0.0
376,0.0
377,5.0
378,0.0
379,1.0
380,7.0
381,2.0
382,9.0
383,3.0
384,0.0
385,9.0
386,5.0
387,9.0
388,4.0
389,9.0
390,5.0
391,5.0
392,7.0
393,2.0
394,8.0
395,9.0
396,0.0
397,9.0
398,7.0
399,0.0
400,5.0
401,8.0
402,0.0
403,0.0
404,8.0
405,8.0
406,0.0
407,9.0
408,0.0
409,4.0
410,2.0
411,8.0
412,7.0
413,7.0
414,7.0
415,5.0
416,3.0
417,5.0
418,2.0
419,0.0
420,3.0
421,8.0
422,7.0
423,8.0
424,7.0
425,0.0
426,3.0
427,7.0
428,2.0
429,2.0
430,7.0
431,8.0
432,9.0
433,3.0
434,4.0
435,0.0
436,3.0
437,5.0
438,5.0
439,9.0
440,0.0
441,0.0
442,9.0
443,0.0
444,5.0
445,5.0
446,7.0
447,0.0
448,4.0
449,4.0
450,4.0
451,0.0
452,8.0
453,2.0
454,9.0
455,0.0
456,0.0
457,0.0
458,0.0
459,1.0
460,0.0
461,9.0
462,4.0
463,5.0
464,4.0
465,7.0
466,0.0
467,6.0
468,5.0
469,2.0
470,0.0
471,2.0
472,8.0
473,2.0
474,1.0
475,0.0
476,7.0
477,0.0
478,4.0
479,2.0
480,0.0
481,8.0
482,2.0
483,5.0
484,0.0
485,7.0
486,0.0
487,3.0
488,0.0
489,0.0
490,8.0
491,0.0
492,4.0
493,8.0
494,7.0
495,7.0
496,8.0
497,0.0
498,9.0
499,9.0
500,3.0
501,4.0
502,2.0
503,9.0
504,0.0
505,0.0
506,4.0
507,9.0
508,9.0
509,0.0
510,0.0
511,8.0
512,1.0
513,2.0
514,8.0
515,4.0
516,8.0
517,4.0
518,2.0
519,0.0
520,8.0
521,9.0
522,8.0
523,0.0
524,8.0
525,0.0
526,0.0
527,7.0
528,0.0
529,4.0
530,0.0
531,2.0
532,8.0
533,1.0
534,2.0
535,0.0
536,0.0
537,2.0
538,5.0
539,8.0
540,7.0
541,1.0
542,5.0
543,4.0
544,3.0
545,0.0
546,0.0
547,8.0
548,8.0
549,0.0
550,4.0
551,9.0
552,3.0
553,9.0
554,0.0
555,9.0
556,7.0
557,9.0
558,0.0
559,5.0
560,0.0
561,0.0
562,3.0
563,6.0
564,2.0
565,5.0
566,8.0
567,0.0
568,7.0
569,4.0
570,0.0
571,1.0
572,9.0
573,4.0
574,0.0
575,0.0
576,4.0
577,0.0
578,1.0
579,8.0
580,5.0
581,2.0
582,5.0
583,3.0
584,9.0
585,9.0
586,0.0
587,4.0
588,3.0
589,0.0
590,4.0
591,5.0
592,0.0
593,2.0
594,4.0
595,1.0
596,0.0
597,2.0
598,8.0
599,9.0
600,2.0
601,5.0
602,7.0
603,4.0
604,7.0
605,0.0
606,0.0
607,0.0
608,2.0
609,8.0
610,4.0
611,1.0
612,0.0
613,2.0
614,3.0
615,2.0
616,3.0
617,2.0
618,9.0
619,0.0
620,8.0
621,0.0
622,4.0
623,4.0
624,3.0
625,0.0
626,4.0
627,5.0
628,8.0
629,7.0
630,8.0
631,0.0
632,8.0
633,0.0
634,9.0
635,0.0
636,0.0
637,0.0
638,0.0
639,9.0
640,4.0
641,0.0
642,1.0
643,7.0
644,2.0
645,8.0
646,0.0
647,5.0
648,0.0
649,0.0
650,9.0
651,9.0
652,8.0
653,9.0
654,9.0
655,8.0
656,0.0
657,7.0
658,0.0
659,0.0
660,0.0
661,1.0
662,5.0
663,1.0
664,2.0
665,0.0
666,0.0
667,9.0
668,4.0
669,9.0
670,0.0
671,5.0
672,9.0
673,0.0
674,9.0
675,5.0
676,9.0
677,0.0
678,5.0
679,0.0
680,4.0
681,2.0
682,0.0
683,8.0
684,9.0
685,5.0
686,2.0
687,7.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,9.0
694,9.0
695,5.0
696,3.0
697,0.0
698,0.0
699,0.0
700,4.0
701,3.0
702,2.0
703,5.0
704,5.0
705,1.0
706,0.0
707,9.0
708,0.0
709,9.0
710,7.0
711,7.0
712,1.0
713,8.0
714,2.0
715,5.0
716,2.0
717,0.0
718,4.0
719,5.0
720,0.0
721,9.0
722,0.0
723,0.0
724,8.0
725,3.0
726,3.0
727,1.0
728,9.0
729,0.0
730,9.0
731,4.0
732,0.0
733,8.0
734,3.0
735,0.0
736,5.0
737,2.0
738,0.0
739,4.0
740,1.0
741,9.0
742,0.0
743,0.0
744,8.0
745,0.0
746,3.0
747,0.0
748,1.0
749,3.0
750,7.0
751,0.0
752,4.0
753,3.0
754,5.0
755,0.0
756,0.0
757,7.0
758,0.0
759,4.0
760,9.0
761,2.0
762,9.0
763,8.0
764,0.0
765,8.0
766,4.0
767,0.0
768,4.0
769,7.0
770,2.0
771,4.0
772,7.0
773,0.0
774,9.0
775,0.0
776,0.0
777,0.0
778,0.0
779,4.0
780,9.0
781,0.0
782,0.0
783,7.0
784,2.0
785,8.0
786,1.0
787,0.0
788,7.0
789,0.0
790,9.0
791,7.0
792,0.0
793,4.0
794,0.0
795,4.0
796,8.0
797,0.0
798,2.0
799,0.0
800,5.0
801,5.0
802,0.0
803,5.0
804,0.0
805,7.0
806,3.0
807,8.0
808,4.0
809,5.0
810,0.0
811,7.0
812,4.0
813,0.0
814,9.0
815,0.0
816,8.0
817,9.0
818,2.0
819,5.0
820,4.0
821,8.0
822,4.0
823,2.0
824,0.0
825,3.0
826,3.0
827,0.0
828,4.0
829,3.0
830,1.0
831,3.0
832,8.0
833,0.0
834,0.0
835,2.0
836,3.0
837,2.0
838,8.0
839,2.0
840,3.0
841,8.0
842,2.0
843,8.0
844,8.0
845,8.0
846,0.0
847,8.0
848,4.0
849,4.0
850,4.0
851,9.0
852,0.0
853,2.0
854,2.0
855,5.0
856,0.0
857,0.0
858,8.0
859,3.0
860,7.0
861,8.0
862,3.0
863,8.0
864,4.0
865,8.0
866,5.0
867,5.0
868,7.0
869,2.0
870,4.0
871,9.0
872,3.0
873,0.0
874,2.0
875,0.0
876,0.0
877,9.0
878,9.0
879,2.0
880,3.0
881,3.0
882,9.0
883,0.0
884,2.0
885,8.0
886,0.0
887,2.0
888,2.0
889,4.0
890,5.0
891,5.0
892,8.0
893,0.0
894,4.0
895,3.0
896,3.0
897,5.0
898,2.0
899,4.0
900,8.0
901,4.0
902,0.0
903,5.0
904,0.0
905,5.0
906,5.0
907,8.0
908,3.0
909,5.0
910,9.0
911,0.0
912,4.0
913,2.0
914,0.0
915,8.0
916,4.0
917,9.0
918,5.0
919,9.0
920,5.0
921,4.0
922,5.0
923,2.0
924,0.0
925,8.0
926,0.0
927,0.0
928,8.0
929,0.0
930,0.0
931,1.0
932,5.0
933,8.0
934,0.0
935,2.0
936,0.0
937,8.0
938,0.0
939,0.0
940,5.0
941,0.0
942,0.0
943,0.0
944,3.0
945,0.0
946,9.0
947,9.0
948,3.0
949,7.0
950,5.0
951,0.0
952,9.0
953,0.0
954,2.0
955,7.0
956,0.0
957,8.0
958,0.0
959,2.0
960,0.0
961,0.0
962,5.0
963,9.0
964,7.0
965,5.0
966,9.0
967,0.0
968,1.0
969,5.0
970,0.0
971,7.0
972,3.0
973,5.0
974,4.0
975,5.0
976,1.0
977,9.0
978,3.0
979,8.0
980,8.0
981,2.0
982,7.0
983,2.0
984,9.0
985,8.0
986,9.0
987,9.0
988,9.0
989,5.0
990,5.0
991,9.0
992,8.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,1.0
999,1.0
1000,9.0
1001,9.0
1002,9.0
1003,0.0
1004,9.0
1005,8.0
1006,4.0
1007,3.0
1008,7.0
1009,3.0
1010,4.0
1011,0.0
1012,2.0
1013,0.0
1014,2.0
1015,5.0
1016,0.0
1017,2.0
1018,5.0
1019,0.0
1020,2.0
1021,7.0
1022,0.0
1023,3.0
1024,9.0
1025,5.0
1026,0.0
1027,1.0
1028,2.0
1029,9.0
1030,5.0
1031,0.0
1032,5.0
1033,3.0
1034,7.0
1035,0.0
1036,0.0
1037,9.0
1038,0.0
1039,2.0
1040,0.0
1041,4.0
1042,8.0
1043,2.0
1044,5.0
1045,7.0
1046,8.0
1047,0.0
1048,1.0
1049,4.0
1050,0.0
1051,0.0
1052,0.0
1053,8.0
1054,2.0
1055,0.0
1056,0.0
1057,0.0
1058,9.0
1059,2.0
1060,5.0
1061,0.0
1062,8.0
1063,0.0
1064,4.0
1065,5.0
1066,1.0
1067,0.0
1068,0.0
1069,3.0
1070,7.0
1071,4.0
1072,0.0
1073,7.0
1074,2.0
1075,4.0
1076,0.0
1077,0.0
1078,0.0
1079,7.0
1080,3.0
1081,0.0
1082,2.0
1083,3.0
1084,4.0
1085,3.0
1086,3.0
1087,0.0
1088,3.0
1089,7.0
1090,5.0
1091,8.0
1092,0.0
1093,4.0
1094,5.0
1095,8.0
1096,0.0
1097,7.0
1098,7.0
1099,0.0
1100,5.0
1101,9.0
1102,4.0
1103,0.0
1104,1.0
1105,9.0
1106,5.0
1107,8.0
1108,4.0
1109,9.0
1110,0.0
1111,7.0
1112,8.0
1113,2.0
1114,2.0
1115,0.0
1116,8.0
1117,7.0
1118,2.0
1119,9.0
1120,0.0
1121,4.0
1122,7.0
1123,4.0
1124,0.0
1125,7.0
1126,4.0
1127,0.0
1128,9.0
1129,0.0
1130,0.0
1131,2.0
1132,4.0
1133,0.0
1134,3.0
1135,7.0
1136,1.0
1137,2.0
1138,9.0
1139,2.0
1140,2.0
1141,4.0
1142,5.0
1143,9.0
1144,4.0
1145,0.0
1146,5.0
1147,5.0
1148,3.0
1149,3.0
1150,0.0
1151,2.0
1152,9.0
1153,5.0
1154,0.0
1155,4.0
1156,9.0
1157,9.0
1158,0.0
1159,2.0
1160,9.0
1161,3.0
1162,3.0
1163,5.0
1164,5.0
1165,0.0
1166,9.0
1167,7.0
1168,0.0
1169,5.0
1170,0.0
1171,4.0
1172,0.0
1173,2.0
1174,2.0
1175,0.0
1176,3.0
1177,3.0
1178,0.0
1179,0.0
1180,0.0
1181,5.0
1182,0.0
1183,4.0
1184,0.0
1185,5.0
1186,0.0
1187,2.0
1188,3.0
1189,0.0
1190,5.0
1191,2.0
1192,4.0
1193,7.0
1194,7.0
1195,8.0
1196,0.0
1197,4.0
1198,8.0
1199,0.0
1200,0.0
1201,5.0
1202,8.0
1203,0.0
1204,3.0
1205,3.0
1206,8.0
1207,0.0
1208,2.0
1209,7.0
1210,0.0
1211,8.0
1212,7.0
1213,0.0
1214,8.0
1215,3.0
1216,0.0
1217,0.0
1218,2.0
1219,7.0
1220,0.0
1221,0.0
1222,8.0
1223,7.0
1224,2.0
1225,5.0
1226,5.0
1227,9.0
1228,0.0
1229,8.0
1230,7.0
1231,0.0
1232,5.0
1233,0.0
1234,4.0
1235,0.0
1236,0.0
1237,3.0
1238,2.0
1239,9.0
1240,8.0
1241,4.0
1242,4.0
1243,3.0
1244,8.0
1245,0.0
1246,3.0
1247,7.0
1248,9.0
1249,7.0
1250,9.0
1251,8.0
1252,0.0
1253,0.0
1254,9.0
1255,5.0
1256,9.0
1257,5.0
1258,2.0
1259,9.0
1260,0.0
1261,0.0
1262,4.0
1263,7.0
1264,5.0
1265,2.0
1266,2.0
1267,9.0
1268,3.0
1269,1.0
1270,4.0
1271,0.0
1272,0.0
1273,0.0
1274,8.0
1275,0.0
1276,0.0
1277,1.0
1278,4.0
1279,9.0
1280,4.0
1281,0.0
1282,7.0
1283,7.0
1284,0.0
1285,9.0
1286,7.0
1287,7.0
1288,2.0
1289,0.0
1290,4.0
1291,0.0
1292,0.0
1293,8.0
1294,5.0
1295,7.0
1296,9.0
1297,9.0
1298,5.0
1299,5.0
1300,8.0
1301,9.0
1302,2.0
1303,3.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,2.0
1310,8.0
1311,3.0
1312,5.0
1313,0.0
1314,0.0
1315,2.0
1316,0.0
1317,3.0
1318,8.0
1319,4.0
1320,7.0
1321,4.0
1322,2.0
1323,2.0
1324,7.0
1325,5.0
1326,3.0
1327,0.0
1328,0.0
1329,0.0
1330,9.0
1331,0.0
1332,0.0
1333,0.0
1334,9.0
1335,0.0
1336,4.0
1337,2.0
1338,8.0
1339,4.0
1340,8.0
1341,5.0
1342,8.0
1343,5.0
1344,0.0
1345,0.0
1346,3.0
1347,8.0
1348,0.0
1349,7.0
1350,0.0
1351,9.0
1352,4.0
1353,5.0
1354,0.0
1355,3.0
1356,7.0
1357,3.0
1358,5.0
1359,9.0
1360,0.0
1361,2.0
1362,0.0
1363,0.0
1364,8.0
1365,0.0
1366,0.0
1367,9.0
1368,3.0
1369,9.0
1370,8.0
1371,0.0
1372,7.0
1373,0.0
1374,0.0
1375,3.0
1376,8.0
1377,9.0
1378,0.0
1379,0.0
1380,8.0
1381,0.0
1382,0.0
1383,4.0
1384,8.0
1385,0.0
1386,5.0
1387,8.0
1388,7.0
1389,0.0
1390,9.0
1391,8.0
1392,5.0
1393,8.0
1394,0.0
1395,0.0
1396,8.0
1397,9.0
1398,4.0
1399,0.0
1400,4.0
1401,3.0
1402,3.0
1403,7.0
1404,0.0
1405,0.0
1406,5.0
1407,3.0
1408,8.0
1409,8.0
1410,5.0
1411,0.0
1412,5.0
1413,2.0
1414,4.0
1415,0.0
1416,2.0
1417,2.0
1418,8.0
1419,1.0
1420,3.0
1421,7.0
1422,0.0
1423,1.0
1424,0.0
1425,5.0
1426,5.0
1427,7.0
1428,9.0
1429,9.0
1430,0.0
1431,5.0
1432,0.0
1433,5.0
1434,7.0
1435,2.0
1436,4.0
1437,2.0
1438,3.0
1439,3.0
1440,5.0
1441,5.0
1442,0.0
1443,0.0
1444,8.0
1445,9.0
1446,3.0
1447,8.0
1448,7.0
1449,4.0
1450,5.0
1451,4.0
1452,0.0
1453,0.0
1454,1.0
1455,8.0
1456,2.0
1457,2.0
1458,5.0
1459,0.0
1460,5.0
1461,0.0
1462,7.0
1463,7.0
1464,0.0
1465,5.0
1466,7.0
1467,2.0
1468,4.0
1469,2.0
1470,0.0
1471,5.0
1472,4.0
1473,0.0
1474,0.0
1475,2.0
1476,3.0
1477,7.0
1478,3.0
1479,4.0
1480,4.0
1481,3.0
1482,3.0
1483,9.0
1484,5.0
1485,5.0
1486,8.0
1487,9.0
1488,0.0
1489,9.0
1490,8.0
1491,8.0
1492,4.0
1493,7.0
1494,8.0
1495,9.0
1496,0.0
1497,8.0
1498,0.0
1499,8.0
1500,4.0
1501,0.0
1502,8.0
1503,1.0
1504,8.0
1505,4.0
1506,0.0
1507,5.0
1508,1.0
1509,0.0
1510,8.0
1511,4.0
1512,0.0
1513,5.0
1514,7.0
1515,8.0
1516,8.0
1517,0.0
1518,0.0
1519,7.0
1520,4.0
1521,2.0
1522,7.0
1523,7.0
1524,0.0
1525,3.0
1526,0.0
1527,8.0
1528,2.0
1529,4.0
1530,0.0
1531,5.0
1532,3.0
1533,8.0
1534,8.0
1535,3.0
1536,8.0
1537,0.0
1538,9.0
1539,0.0
1540,0.0
1541,8.0
1542,2.0
1543,3.0
1544,4.0
1545,2.0
1546,2.0
1547,5.0
1548,1.0
1549,8.0
1550,0.0
1551,4.0
1552,9.0
1553,0.0
1554,0.0
1555,0.0
1556,8.0
1557,9.0
1558,0.0
1559,9.0
1560,7.0
1561,9.0
1562,7.0
1563,7.0
1564,3.0
1565,2.0
1566,3.0
1567,0.0
1568,8.0
1569,7.0
1570,0.0
1571,3.0
1572,0.0
1573,9.0
1574,2.0
1575,2.0
1576,7.0
1577,0.0
1578,0.0
1579,8.0
1580,7.0
1581,0.0
1582,3.0
1583,4.0
1584,9.0
1585,0.0
1586,9.0
1587,0.0
1588,0.0
1589,3.0
1590,4.0
1591,3.0
1592,9.0
1593,9.0
1594,0.0
1595,0.0
1596,3.0
1597,0.0
1598,0.0
1599,2.0
1600,9.0
1601,5.0
1602,0.0
1603,4.0
1604,0.0
1605,3.0
1606,9.0
1607,4.0
1608,3.0
1609,4.0
1610,2.0
1611,8.0
1612,0.0
1613,3.0
1614,9.0
1615,9.0
1616,4.0
1617,9.0
1618,0.0
1619,5.0
1620,0.0
1621,5.0
1622,3.0
1623,9.0
1624,2.0
1625,7.0
1626,7.0
1627,3.0
1628,5.0
1629,4.0
1630,0.0
1631,0.0
1632,2.0
1633,2.0
1634,4.0
1635,2.0
1636,3.0
1637,0.0
1638,8.0
1639,9.0
1640,0.0
1641,0.0
1642,9.0
1643,5.0
1644,0.0
1645,5.0
1646,5.0
1647,0.0
1648,3.0
1649,7.0
1650,0.0
1651,9.0
1652,5.0
1653,3.0
1654,4.0
1655,4.0
1656,0.0
1657,8.0
1658,1.0
1659,2.0
1660,7.0
1661,0.0
1662,0.0
1663,5.0
1664,5.0
1665,0.0
1666,0.0
1667,4.0
1668,7.0
1669,3.0
1670,2.0
1671,8.0
1672,9.0
1673,0.0
1674,8.0
1675,5.0
1676,2.0
1677,7.0
1678,7.0
1679,2.0
1680,0.0
1681,4.0
1682,5.0
1683,0.0
1684,9.0
1685,8.0
1686,4.0
1687,0.0
1688,1.0
1689,7.0
1690,0.0
1691,9.0
1692,0.0
1693,5.0
1694,0.0
1695,2.0
1696,8.0
1697,7.0
1698,0.0
1699,5.0
1700,7.0
1701,2.0
1702,3.0
1703,5.0
1704,2.0
1705,4.0
1706,9.0
1707,5.0
1708,0.0
1709,0.0
1710,9.0
1711,0.0
1712,5.0
1713,0.0
1714,4.0
1715,0.0
1716,3.0
1717,3.0
1718,4.0
1719,2.0
1720,9.0
1721,4.0
1722,2.0
1723,0.0
1724,0.0
1725,5.0
1726,5.0
1727,5.0
1728,0.0
1729,8.0
1730,2.0
1731,5.0
1732,5.0
1733,3.0
1734,9.0
1735,2.0
1736,0.0
1737,4.0
1738,2.0
1739,0.0
1740,0.0
1741,9.0
1742,0.0
1743,8.0
1744,0.0
1745,5.0
1746,5.0
1747,3.0
1748,0.0
1749,3.0
1750,2.0
1751,5.0
1752,9.0
1753,0.0
1754,4.0
1755,3.0
1756,0.0
1757,8.0
1758,0.0
1759,2.0
1760,7.0
1761,5.0
1762,4.0
1763,2.0
1764,8.0
1765,3.0
1766,3.0
1767,8.0
1768,4.0
1769,8.0
1770,8.0
1771,7.0
1772,7.0
1773,3.0
1774,0.0
1775,8.0
1776,8.0
1777,2.0
1778,8.0
1779,0.0
1780,8.0
1781,0.0
1782,2.0
1783,7.0
1784,2.0
1785,4.0
1786,7.0
1787,4.0
1788,8.0
1789,5.0
1790,2.0
1791,0.0
1792,2.0
1793,5.0
1794,1.0
1795,7.0
1796,8.0
1797,0.0
1798,5.0
1799,0.0
1800,3.0
1801,0.0
1802,5.0
1803,7.0
1804,0.0
1805,0.0
1806,7.0
1807,9.0
1808,1.0
1809,1.0
1810,8.0
1811,7.0
1812,0.0
1813,0.0
1814,5.0
1815,9.0
1816,8.0
1817,9.0
1818,9.0
1819,2.0
1820,4.0
1821,4.0
1822,2.0
1823,8.0
1824,0.0
1825,4.0
1826,3.0
1827,3.0
1828,9.0
1829,4.0
1830,0.0
1831,2.0
1832,8.0
1833,5.0
1834,8.0
1835,3.0
1836,2.0
1837,7.0
1838,0.0
1839,2.0
1840,1.0
1841,0.0
1842,8.0
1843,9.0
1844,3.0
1845,9.0
1846,4.0
1847,8.0
1848,2.0
1849,7.0
1850,0.0
1851,6.0
1852,3.0
1853,4.0
1854,3.0
1855,8.0
1856,9.0
1857,7.0
1858,5.0
1859,7.0
1860,5.0
1861,7.0
1862,2.0
1863,4.0
1864,3.0
1865,2.0
1866,2.0
1867,0.0
1868,0.0
1869,0.0
1870,5.0
1871,0.0
1872,0.0
1873,0.0
1874,8.0
1875,5.0
1876,5.0
1877,7.0
1878,2.0
1879,0.0
1880,8.0
1881,5.0
1882,9.0
1883,2.0
1884,4.0
1885,0.0
1886,0.0
1887,2.0
1888,0.0
1889,2.0
1890,9.0
1891,2.0
1892,4.0
1893,2.0
1894,5.0
1895,9.0
1896,5.0
1897,5.0
1898,9.0
1899,0.0
1900,2.0
1901,3.0
1902,3.0
1903,8.0
1904,4.0
1905,7.0
1906,8.0
1907,0.0
1908,2.0
1909,5.0
1910,0.0
1911,5.0
1912,7.0
1913,0.0
1914,9.0
1915,4.0
1916,0.0
1917,2.0
1918,3.0
1919,0.0
1920,8.0
1921,2.0
1922,5.0
1923,2.0
1924,7.0
1925,9.0
1926,0.0
1927,3.0
1928,2.0
1929,0.0
1930,0.0
1931,5.0
1932,8.0
1933,9.0
1934,3.0
1935,0.0
1936,4.0
1937,0.0
1938,2.0
1939,5.0
1940,2.0
1941,4.0
1942,0.0
1943,3.0
1944,2.0
1945,2.0
1946,0.0
1947,0.0
1948,0.0
1949,3.0
1950,0.0
1951,7.0
1952,8.0
1953,0.0
1954,9.0
1955,8.0
1956,0.0
1957,2.0
1958,0.0
1959,4.0
1960,0.0
1961,4.0
1962,3.0
1963,0.0
1964,2.0
1965,0.0
1966,7.0
1967,7.0
1968,0.0
1969,0.0
1970,9.0
1971,2.0
1972,7.0
1973,8.0
1974,7.0
1975,2.0
1976,3.0
1977,4.0
1978,0.0
1979,2.0
1980,4.0
1981,9.0
1982,8.0
1983,8.0
1984,4.0
1985,0.0
1986,0.0
1987,5.0
1988,9.0
1989,5.0
1990,5.0
1991,9.0
1992,4.0
1993,0.0
1994,0.0
1995,2.0
1996,4.0
1997,9.0
1998,3.0
1999,2.0
2000,8.0
2001,0.0
2002,2.0
2003,3.0
2004,9.0
2005,0.0
2006,0.0
2007,8.0
2008,4.0
2009,2.0
2010,0.0
2011,2.0
2012,3.0
2013,0.0
2014,4.0
2015,5.0
2016,2.0
2017,7.0
2018,0.0
2019,3.0
2020,0.0
2021,9.0
2022,8.0
2023,7.0
2024,0.0
2025,0.0
2026,2.0
2027,9.0
2028,9.0
2029,0.0
2030,9.0
2031,5.0
2032,5.0
2033,2.0
2034,5.0
2035,0.0
2036,8.0
2037,0.0
2038,4.0
2039,9.0
2040,3.0
2041,8.0
2042,5.0
2043,9.0
2044,0.0
2045,0.0
2046,2.0
2047,5.0
2048,3.0
2049,0.0
2050,9.0
2051,7.0
2052,4.0
2053,4.0
2054,1.0
2055,2.0
2056,0.0
2057,4.0
2058,9.0
2059,7.0
2060,3.0
2061,0.0
2062,0.0
2063,2.0
2064,8.0
2065,2.0
2066,0.0
2067,9.0
2068,5.0
2069,4.0
2070,0.0
2071,3.0
2072,4.0
2073,8.0
2074,7.0
2075,3.0
2076,0.0
2077,9.0
2078,2.0
2079,4.0
2080,2.0
2081,3.0
2082,9.0
2083,8.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,9.0
2091,2.0
2092,5.0
2093,9.0
2094,5.0
2095,4.0
2096,2.0
2097,3.0
2098,7.0
2099,0.0
2100,9.0
2101,8.0
2102,4.0
2103,8.0
2104,3.0
2105,7.0
2106,0.0
2107,9.0
2108,0.0
2109,5.0
2110,4.0
2111,7.0
2112,5.0
2113,8.0
2114,7.0
2115,3.0
2116,3.0
2117,7.0
2118,8.0
2119,4.0
2120,0.0
2121,8.0
2122,4.0
2123,7.0
2124,0.0
2125,5.0
2126,0.0
2127,5.0
2128,0.0
2129,0.0
2130,9.0
2131,7.0
2132,0.0
2133,2.0
2134,0.0
2135,9.0
2136,2.0
2137,5.0
2138,0.0
2139,0.0
2140,5.0
2141,5.0
